,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,cluster,cluster_color,cluster_dist
29,1873100390,20150302T000000,719000,4,2.5,2570,7173,2.0,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,4,lightred,2594.465146437741
30,8562750320,20141110T000000,580500,3,2.5,2320,3980,2.0,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,2,gray,7262.474804119807
31,2426039314,20141201T000000,280000,2,1.5,1190,1265,3.0,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,5,orange,3891.602929584339
32,461000390,20140624T000000,687500,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,5,orange,3783.0205993194263
33,7589200193,20141110T000000,535000,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,5,orange,3954.2132103306203
34,7955080270,20141203T000000,322500,4,2.75,2060,6659,1.0,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,3,darkred,6748.250035302697
35,9547205180,20140613T000000,696000,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,5,orange,2211.9403377507956
36,9435300030,20140528T000000,550000,4,1.0,1660,34848,1.0,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,4,lightred,3325.1690832356567
37,2768000400,20141230T000000,640000,4,2.0,2360,6000,2.0,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,5,orange,4323.628871726091
38,7895500070,20150213T000000,240000,4,1.0,1220,8075,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,1,blue,7139.8880100243705
39,2078500320,20140620T000000,605000,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,3,darkred,7872.033807207734
40,5547700270,20140715T000000,625000,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,2,gray,8393.956256007421
41,7766200013,20140811T000000,775000,4,2.25,4220,24186,1.0,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,3,darkred,9411.006955885981
42,7203220400,20140707T000000,861990,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,4,lightred,6481.993040332952
43,9270200160,20141028T000000,685000,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,5,orange,7150.402109015303
44,1432701230,20140729T000000,309000,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,3,darkred,4318.379685279747
45,8035350320,20140718T000000,488000,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,4,lightred,11510.436541972373
46,8945200830,20150325T000000,210490,3,1.0,990,8528,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,1,blue,14095.513125804668
47,4178300310,20140716T000000,785000,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,4,lightred,8096.916005624657
48,9215400105,20150428T000000,450000,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,5,orange,2876.7785616142055
49,822039084,20150311T000000,1350000,3,2.5,2753,65005,1.0,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,3,darkred,18294.469017466196
50,5245600105,20140916T000000,228000,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,3,darkred,8523.329508363468
51,7231300125,20150217T000000,345000,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,3,darkred,4082.769791832506
52,7518505990,20141231T000000,600000,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,5,orange,4917.042982848214
53,3626039271,20150205T000000,585000,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,5,orange,3311.8317538685255
54,4217401195,20150303T000000,920000,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,5,orange,5780.942680308589
55,9822700295,20140512T000000,885000,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,5,orange,5175.587831408829
56,9478500640,20140819T000000,292500,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,1,blue,6805.875247365749
57,2799800710,20150407T000000,301000,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,1,blue,6325.942851964031
58,7922800400,20140827T000000,951000,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,2,gray,11536.651754619354
59,8079040320,20150223T000000,430000,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,3,darkred,7255.1329134060725
60,1516000055,20141210T000000,650000,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,3,darkred,9254.824690406404
61,9558200045,20140828T000000,289000,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,3,darkred,8848.541573166502
62,5072410070,20141021T000000,505000,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,3,darkred,9259.711842843153
63,9528102996,20141207T000000,549000,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,5,orange,2629.5541002837836
64,1189001180,20140603T000000,425000,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,0,red,5246.261399024246
65,3253500160,20141120T000000,317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,0,red,1237.679472865055
66,3394100030,20140909T000000,975000,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,0,red,8241.852597547731
67,3717000160,20141009T000000,287000,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,1,blue,5305.59729870209
68,1274500060,20140825T000000,204000,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,1,blue,6801.357531987001
69,1802000060,20140612T000000,1325000,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,0,red,9675.687226125865
70,1525059190,20140912T000000,1040000,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,4,lightred,5580.969341985007
71,1049000060,20150105T000000,325000,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,4,lightred,8107.08653184917
72,8820901275,20140610T000000,571000,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,5,orange,3392.200830392129
73,5416510140,20140710T000000,360000,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,1,blue,11890.205598968465
74,3444100400,20150316T000000,349000,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,1,blue,8915.647261774559
75,3276920270,20141105T000000,832500,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,2,gray,3927.322016354202
76,4036801170,20141013T000000,380000,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,4,lightred,9173.608870931439
77,2391600320,20150420T000000,480000,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,0,red,7142.638207851395
78,6300000287,20140609T000000,410000,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,5,orange,1403.6605703737166
79,1531000030,20150323T000000,720000,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,1,blue,12302.963102568454
80,5104520400,20141202T000000,390000,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,1,blue,13709.937473810507
81,7437100340,20141222T000000,360000,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,1,blue,11960.71595380183
82,9418400240,20141028T000000,355000,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,0,red,1950.9070447466438
83,1523059105,20150128T000000,356000,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,3,darkred,6006.119499075221
84,1133000671,20140602T000000,315000,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,5,orange,3144.108480563295
85,4232902595,20141114T000000,940000,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,5,orange,7956.621134721323
86,2599001200,20141103T000000,305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,1,blue,4418.1246682281135
87,3342103156,20140618T000000,461000,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,3,darkred,6582.54856649708
88,1332700270,20140519T000000,215000,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,3,darkred,6212.034518810056
89,3869900162,20140904T000000,335000,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,0,red,7167.427079852705
90,2791500270,20140522T000000,243500,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,1,blue,14642.630756597824
91,5036300431,20150311T000000,1099880,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,5,orange,7394.180870161952
92,4168000060,20150226T000000,153000,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,1,blue,12367.944340070808
93,6021501535,20140725T000000,430000,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,5,orange,4802.810722825302
94,6021501535,20141223T000000,700000,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,5,orange,4802.810722825302
95,1483300570,20140908T000000,905000,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,0,red,4538.103597967245
96,3422049190,20150330T000000,247500,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,1,blue,7387.71954842965
97,1099611230,20140912T000000,199000,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,1,blue,14678.993260810896
98,722079104,20140711T000000,314000,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,2,gray,15288.963580172589
99,7338200240,20140516T000000,437500,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,2,gray,20798.373653725026
100,1952200240,20140611T000000,850830,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,5,orange,6538.081070822099
101,5200100125,20141027T000000,555000,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,5,orange,4326.293203223622
102,7214720075,20141212T000000,699950,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,4,lightred,9994.97515897717
103,2450000295,20141007T000000,1088000,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,0,red,7947.756396560548
104,6197800045,20140924T000000,290000,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,3,darkred,4506.695208267048
105,1328310370,20150402T000000,375000,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,3,darkred,7454.030936409008
106,546000875,20140523T000000,460000,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,5,orange,4347.955390320575
107,3530510041,20140723T000000,188500,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,1,blue,11600.232820920613
108,1853000400,20150305T000000,680000,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,4,lightred,5330.5911251597445
109,3134100116,20140827T000000,470000,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,4,lightred,4784.04649932954
110,9545230140,20140725T000000,597750,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,2,gray,6010.167857791767
111,3362400511,20150304T000000,570000,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,5,orange,2670.3999550336002
112,2525310310,20140916T000000,272500,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,1,blue,12301.815724785254
113,6126500060,20141124T000000,329950,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,0,red,1882.661210794043
114,8961960160,20141028T000000,480000,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,1,blue,5130.839949602746
115,3626039325,20141121T000000,740500,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,5,orange,3241.429079684064
116,3362400431,20140626T000000,518500,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,5,orange,2562.624611144379
117,4060000240,20140623T000000,205425,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,3,darkred,4172.874487276646
118,3454800060,20150108T000000,171800,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,3,darkred,6686.084499784133
119,1695900060,20150511T000000,535000,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,0,red,2567.916722206575
120,7278700070,20150102T000000,660000,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,5,orange,9307.134973305678
121,6675500070,20141119T000000,391500,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,5,orange,8056.864183629299
122,3626039187,20150406T000000,395000,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,5,orange,2935.6460286542247
123,3524049083,20141104T000000,445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,0,red,4533.726279210635
124,3275860240,20140618T000000,770000,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,4,lightred,671.9375298360328
125,4389200955,20150302T000000,1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,0,red,8558.549833864527
126,4058801670,20140717T000000,445000,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,3,darkred,4931.466668291882
127,8732020310,20140717T000000,260000,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,1,blue,15398.086496024187
128,2331300505,20140613T000000,822500,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,5,orange,3325.2180964253766
129,7853210060,20150406T000000,430000,4,2.5,2070,4310,2.0,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,2,gray,9488.189698020507
130,3668000070,20150105T000000,212000,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,1,blue,6623.744998721286
131,9545240070,20150428T000000,660500,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,2,gray,6184.138341585554
132,1243100136,20140612T000000,784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,4,lightred,2678.089920561412
133,8929000270,20140512T000000,453246,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,2,gray,1838.3246513020492
134,2767602356,20150126T000000,675000,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,5,orange,5078.614231805352
135,921049315,20140813T000000,199000,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,1,blue,8203.349955522477
136,3655000070,20140805T000000,220000,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,1,blue,8410.848146648663
137,4027700812,20140529T000000,452000,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,5,orange,8839.483337767728
138,3992700335,20140707T000000,382500,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,5,orange,3203.969308886511
139,2767603505,20140507T000000,519950,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,5,orange,5217.497244272443
140,4232901525,20140627T000000,665000,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,5,orange,7762.785380172571
141,1777500060,20140708T000000,527700,5,2.5,2820,9375,1.0,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,2,gray,11818.859196157237
142,1432900240,20150508T000000,205000,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,3,darkred,4280.882294459679
143,6140100875,20150415T000000,420000,3,1.0,1060,8097,1.0,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,5,orange,2537.849585978509
144,6071600370,20150227T000000,500000,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,0,red,9505.990670802783
145,1526069017,20141203T000000,921500,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,4,lightred,8593.446130409264
146,809001525,20140625T000000,890000,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,5,orange,7480.16327265051
147,3224079105,20140806T000000,430000,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,2,gray,3364.635547240168
148,8075400570,20141030T000000,258000,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,1,blue,9842.313991297224
149,1994200024,20141104T000000,511000,3,1.0,1430,3455,1.0,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,5,orange,1636.5071638500262
150,3362900810,20140820T000000,532170,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,5,orange,2771.3360580559684
151,1324300398,20150409T000000,560000,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,5,orange,5614.757133130683
152,537000445,20150331T000000,282950,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,1,blue,8806.46883591657
153,7855801670,20150401T000000,2250000,4,3.25,5180,19850,2.0,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750,0,red,10267.672781603114
154,7920100045,20140516T000000,350000,1,1.0,700,5100,1.0,0,0,3,7,700,0,1942,0,98115,47.679,-122.3,1010,5100,5,orange,2975.5576938662625
155,8960000030,20140728T000000,215000,3,1.0,1180,7669,1.0,0,0,4,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,3,darkred,4283.637652005383
156,6388930390,20141120T000000,650000,5,3.5,3960,25245,2.0,0,0,3,9,2500,1460,1996,0,98056,47.525,-122.172,2640,13675,3,darkred,7666.471993838534
157,8731900200,20140807T000000,320000,4,2.75,2640,7500,1.0,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,1,blue,13820.241068338853
158,8029200135,20141113T000000,247000,3,2.0,1270,7198,1.5,0,0,3,7,1270,0,1916,2013,98022,47.2086,-121.996,1160,7198,1,blue,19815.014804486986
159,1081200350,20141003T000000,320000,4,1.75,1760,11180,1.0,0,0,4,8,1760,0,1968,0,98059,47.4715,-122.118,1730,11180,3,darkred,8131.468386258984
160,84000105,20140507T000000,255000,5,2.25,2060,8632,1.0,0,0,3,7,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680,3,darkred,8530.981242926795
161,3756500060,20150309T000000,438000,3,1.75,1780,9660,1.0,0,0,3,7,1780,0,1962,0,98034,47.7171,-122.193,1200,9660,4,lightred,7675.351735467846
162,7215720160,20150304T000000,900000,3,2.5,3400,16603,2.0,0,0,3,10,3400,0,2000,0,98075,47.6012,-122.023,3400,12601,2,gray,6962.5160387301175
163,3574800520,20140620T000000,441000,3,2.75,1910,7280,1.0,0,0,3,7,1160,750,1979,0,98034,47.7319,-122.224,1710,8152,5,orange,8335.199044512648
164,2617300160,20140812T000000,420000,3,2.0,2020,38332,1.0,0,0,4,7,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590,2,gray,10634.679879380992
